sample,sample_size,pct_fragments_clade,n_fragments_clade,n_fragments_taxon,n_minimisers,n_distinct_minimisers,rank,n_taxa_in_rank,ncbi_id,taxon,domain,kingdom,phylum,class,order,family,genus,species,db_n_minimisers_taxon,db_n_minimisers_clade
PD53788a,441740,0,2,0,292,241,O,35,72274,Pseudomonadales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,NA,NA,NA,12950,64260950
PD53788a,441740,0,2,0,292,241,F,48,135621,Pseudomonadaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA,348277,61408160
PD53788a,441740,0,1,1,204,165,G,71,286,Pseudomonas,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,13696838,57049070
PD53788a,441740,0,1,0,63,58,G,71,2901164,Stutzerimonas,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,NA,224596,2159305
PD53788a,441740,0,1,1,43,40,S,118,316,Stutzerimonas stutzeri,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas_stutzeri,834398,1057988
PD53788a,441740,0.03,144,0,4886,4212,C,21,28216,Betaproteobacteria,Bacteria,NA,Pseudomonadota,Betaproteobacteria,NA,NA,NA,NA,189282,91046822
PD53788a,441740,0.02,74,10,2698,2257,O,35,80840,Burkholderiales,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,NA,NA,NA,411736,73886291
PD53788a,441740,0.01,61,5,2253,1899,F,48,119060,Burkholderiaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,356497,34066895
PD53788a,441740,0.01,56,35,1906,1634,G,71,48736,Ralstonia,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,NA,623198,2085426
PD53788a,441740,0,12,12,779,687,S,118,329,Ralstonia pickettii,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_pickettii,137977,137977
PD53788a,441740,0,8,8,123,109,S,118,105219,Ralstonia mannitolilytica,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_mannitolilytica,121688,121688
PD53788a,441740,0,1,1,73,57,S,118,190721,Ralstonia insidiosa,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_insidiosa,234371,234371
PD53788a,441740,0,2,0,67,55,F,48,75682,Oxalobacteraceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA,54148,9380790
PD53788a,441740,0,1,0,30,22,G,71,963,Herbaspirillum,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,NA,63846,1440409
PD53788a,441740,0,1,1,22,19,S,118,863372,Herbaspirillum huttiense,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum_huttiense,229830,229830
PD53788a,441740,0,1,0,16,15,G,71,149698,Massilia,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA,96332,2868313
PD53788a,441740,0,1,1,7,7,S,118,2861282,Massilia sp. NP310,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_sp._NP310,134810,134810
PD53788a,441740,0,1,0,173,150,F,48,80864,Comamonadaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,288270,16542308
PD53788a,441740,0,1,1,45,45,G,71,80865,Delftia,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,NA,341499,915497
PD53788a,441740,0.02,70,0,2060,1866,O,35,206351,Neisseriales,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,NA,NA,NA,8040,8263050
PD53788a,441740,0.02,70,33,2032,1842,F,48,481,Neisseriaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA,102761,4168014
PD53788a,441740,0.01,35,32,1453,1323,G,71,482,Neisseria,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,NA,297322,2217618
PD53788a,441740,0,1,1,32,27,S,118,485,Neisseria gonorrhoeae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_gonorrhoeae,61263,61607
PD53788a,441740,0,1,0,19,18,S,118,641148,Neisseria sp. oral taxon 014,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_sp._oral_taxon_014,0,57720
PD53788a,441740,0,1,1,193,181,S,118,488,Neisseria mucosa,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_mucosa,56719,56719
PD53788a,441740,0,2,0,52,48,G,71,32257,Kingella,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,NA,681,289252
PD53788a,441740,0,2,2,48,45,S,118,505,Kingella oralis,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella_oralis,72408,72408
PD53788a,441740,0.01,37,3,3040,2520,C,21,28211,Alphaproteobacteria,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA,619487,151070704
PD53788a,441740,0,17,1,813,674,O,35,204457,Sphingomonadales,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,NA,NA,NA,148213,24568456
PD53788a,441740,0,16,6,724,608,F,48,41297,Sphingomonadaceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,385554,18431425
PD53788a,441740,0,8,4,412,351,G,71,165696,Novosphingobium,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA,80888,2237236
PD53788a,441740,0,4,4,140,116,S,118,3025670,Novosphingobium sp. KACC 22771,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_sp._KACC_22771,136907,136907
PD53788a,441740,0,1,1,49,48,G,71,165695,Sphingobium,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA,477389,3383460
PD53788a,441740,0,1,0,100,78,G,71,13687,Sphingomonas,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,212826,7676311
PD53788a,441740,0,1,1,23,23,S,118,13689,Sphingomonas paucimobilis,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_paucimobilis,139263,139263
PD53788a,441740,0,9,2,1475,1227,O,35,356,Hyphomicrobiales,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA,508154,77814264
PD53788a,441740,0,7,3,1073,908,F,48,41294,Nitrobacteraceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,NA,NA,154218,17782071
PD53788a,441740,0,4,0,891,753,G,71,374,Bradyrhizobium,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,NA,3264915,15069116
PD53788a,441740,0,2,2,39,37,S,118,288000,Bradyrhizobium sp. BTAi1,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._BTAi1,216487,216487
PD53788a,441740,0,5,0,250,210,O,35,204458,Caulobacterales,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,NA,NA,NA,0,5475740
PD53788a,441740,0,5,0,250,210,F,48,76892,Caulobacteraceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA,22698,5475740
PD53788a,441740,0,5,0,182,149,G,71,75,Caulobacter,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA,62575,1951577
PD53788a,441740,0,5,5,102,83,S,118,1679497,Caulobacter flavus,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter_flavus,154284,154284
PD53788a,441740,0,3,0,132,97,O,35,204455,Rhodobacterales,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,301412,22763671
PD53788a,441740,0,3,0,78,58,F,48,31989,Paracoccaceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,NA,75120,9904995
PD53788a,441740,0,3,2,58,47,G,71,265,Paracoccus,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,NA,263590,3614302
PD53788a,441740,0,1,1,11,11,S,118,59779,Paracoccus marcusii,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus_marcusii,89641,89641
PD53788a,441740,0.05,239,0,6442,5711,P,13,29547,Campylobacterota,Bacteria,NA,Campylobacterota,NA,NA,NA,NA,NA,24,11308472
PD53788a,441740,0.05,239,1,6440,5709,C,21,3031852,Epsilonproteobacteria,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,NA,NA,NA,NA,2247,11256957
PD53788a,441740,0.05,238,4,6424,5693,O,35,213849,Campylobacterales,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,NA,NA,NA,15516,10742083
PD53788a,441740,0.05,234,0,6256,5542,F,48,72294,Campylobacteraceae,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,NA,NA,0,3619093
PD53788a,441740,0.05,234,30,6256,5542,G,71,194,Campylobacter,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA,264920,3619093
PD53788a,441740,0.04,190,189,5004,4430,S,118,199,Campylobacter concisus,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_concisus,398252,417515
PD53788a,441740,0,12,12,620,548,S,118,203,Campylobacter rectus,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_rectus,65918,65918
PD53788a,441740,0,1,1,13,13,S,118,200,Campylobacter curvus,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_curvus,96502,96516
PD53788a,441740,0,1,1,28,25,S,118,824,Campylobacter gracilis,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_gracilis,70951,70951
PD53788a,441740,0.02,72,61,2436,2105,P,13,95818,Candidatus Saccharibacteria,Bacteria,NA,Candidatus_Saccharibacteria,NA,NA,NA,NA,NA,13833,194049
PD53788a,441740,0,11,0,1214,1051,C,21,2093818,Candidatus Saccharimonadia,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,NA,NA,NA,NA,16,135037
PD53788a,441740,0,11,0,1210,1047,O,35,2093819,Candidatus Nanosynbacterales,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,Candidatus_Nanosynbacterales,NA,NA,NA,0,101721
PD53788a,441740,0,11,0,1210,1047,F,48,2093822,Candidatus Nanosynbacteraceae,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,Candidatus_Nanosynbacterales,Candidatus_Nanosynbacteraceae,NA,NA,0,101721
PD53788a,441740,0,11,0,1210,1047,G,71,2093823,Candidatus Nanosynbacter,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,Candidatus_Nanosynbacterales,Candidatus_Nanosynbacteraceae,Candidatus_Nanosynbacter,NA,1210,101721
PD53788a,441740,0,11,11,1160,999,S,118,2899133,Candidatus Nanosynbacter sp. HMT-352,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,Candidatus_Nanosynbacterales,Candidatus_Nanosynbacteraceae,Candidatus_Nanosynbacter,Candidatus_Nanosynbacter_sp._HMT-352,56972,56972
PD53788a,441740,0.02,68,0,2974,2629,P,13,203691,Spirochaetota,Bacteria,NA,Spirochaetota,NA,NA,NA,NA,NA,0,7498961
PD53788a,441740,0.02,68,0,2974,2629,C,21,203692,Spirochaetia,Bacteria,NA,Spirochaetota,Spirochaetia,NA,NA,NA,NA,123,7498961
PD53788a,441740,0.02,68,2,2926,2585,O,35,136,Spirochaetales,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,NA,NA,NA,846,4789999
PD53788a,441740,0.01,66,0,2876,2541,F,48,2845253,Treponemataceae,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,NA,NA,119,2359721
PD53788a,441740,0.01,66,53,2870,2537,G,71,157,Treponema,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,NA,337023,2257557
PD53788a,441740,0,6,6,139,137,S,118,69710,Treponema vincentii,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_vincentii,142424,142424
PD53788a,441740,0,4,0,1010,880,S,118,53419,Treponema socranskii,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_socranskii,0,104389
PD53788a,441740,0,2,2,130,114,S,118,138851,Treponema parvum,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_parvum,150842,150842
PD53788a,441740,0,1,1,197,191,S,118,158,Treponema denticola,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_denticola,285237,309886
PD53788a,441740,0,2,0,102,93,P,13,508458,Synergistota,Bacteria,NA,Synergistota,NA,NA,NA,NA,NA,0,832702
PD53788a,441740,0,2,0,102,93,C,21,649775,Synergistia,Bacteria,NA,Synergistota,Synergistia,NA,NA,NA,NA,0,832702
PD53788a,441740,0,2,0,102,93,O,35,649776,Synergistales,Bacteria,NA,Synergistota,Synergistia,Synergistales,NA,NA,NA,313,832702
PD53788a,441740,0,2,0,87,85,F,48,3029087,Aminobacteriaceae,Bacteria,NA,Synergistota,Synergistia,Synergistales,Aminobacteriaceae,NA,NA,3,143370
PD53788a,441740,0,2,0,87,85,G,71,1434006,Fretibacterium,Bacteria,NA,Synergistota,Synergistia,Synergistales,Aminobacteriaceae,Fretibacterium,NA,0,79383
PD53788a,441740,0,2,2,87,85,S,118,651822,Fretibacterium fastidiosum,Bacteria,NA,Synergistota,Synergistia,Synergistales,Aminobacteriaceae,Fretibacterium,Fretibacterium_fastidiosum,79383,79383
PD53788a,441740,0.66,2922,1,93702,40932,D,3,2759,Eukaryota,Eukaryota,NA,NA,NA,NA,NA,NA,NA,345208,1634756054
PD53788a,441740,0.66,2918,0,69208,17569,K,3,33208,Metazoa,Eukaryota,Metazoa,NA,NA,NA,NA,NA,NA,0,84471519
PD53788a,441740,0.66,2918,0,69208,17569,P,13,7711,Chordata,Eukaryota,Metazoa,Chordata,NA,NA,NA,NA,NA,0,84471519
PD53788a,441740,0.66,2918,0,69208,17569,C,21,40674,Mammalia,Eukaryota,Metazoa,Chordata,Mammalia,NA,NA,NA,NA,0,84471519
PD53788a,441740,0.66,2918,0,69208,17569,O,35,9443,Primates,Eukaryota,Metazoa,Chordata,Mammalia,Primates,NA,NA,NA,0,84471519
PD53788a,441740,0.66,2918,0,69208,17569,F,48,9604,Hominidae,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,NA,NA,0,84471519
PD53788a,441740,0.66,2918,0,69208,17569,G,71,9605,Homo,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,NA,0,84471519
PD53788a,441740,0.66,2918,2918,69208,17569,S,118,9606,Homo sapiens,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo_sapiens,84471519,84471519
PD53788a,441740,0,1,0,305,289,K,3,4751,Fungi,Eukaryota,Fungi,NA,NA,NA,NA,NA,NA,29,63676059
PD53788a,441740,0,1,0,65,61,P,13,5204,Basidiomycota,Eukaryota,Fungi,Basidiomycota,NA,NA,NA,NA,NA,245,11657826
PD53788a,441740,0,1,0,27,25,C,21,1538075,Malasseziomycetes,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,NA,NA,NA,NA,0,240128
PD53788a,441740,0,1,0,27,25,O,35,162474,Malasseziales,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,NA,NA,NA,0,240128
PD53788a,441740,0,1,0,27,25,F,48,742845,Malasseziaceae,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,NA,NA,0,240128
PD53788a,441740,0,1,0,27,25,G,71,55193,Malassezia,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,0,240128
PD53788a,441740,0,1,1,27,25,S,118,76775,Malassezia restricta,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_restricta,240128,240128
PD53788a,441740,0,2,0,294,285,P,13,5794,Apicomplexa,Eukaryota,NA,Apicomplexa,NA,NA,NA,NA,NA,146,13086067
PD53788a,441740,0,2,0,273,270,C,21,422676,Aconoidasida,Eukaryota,NA,Apicomplexa,Aconoidasida,NA,NA,NA,NA,112,7291170
PD53788a,441740,0,2,0,251,248,O,35,5819,Haemosporida,Eukaryota,NA,Apicomplexa,Aconoidasida,Haemosporida,NA,NA,NA,0,5323764
PD53788a,441740,0,2,0,251,248,F,48,1639119,Plasmodiidae,Eukaryota,NA,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,NA,NA,0,5323764
PD53788a,441740,0,2,0,251,248,G,71,5820,Plasmodium,Eukaryota,NA,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,NA,70352,5323764
PD53788a,441740,0,2,0,26,26,S,118,5850,Plasmodium knowlesi,Eukaryota,NA,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium_knowlesi,0,571789
PD53788a,441740,0,4,0,184,118,D,3,10239,Viruses,Viruses,NA,NA,NA,NA,NA,NA,NA,614,9918254
PD53788a,441740,0,4,0,74,30,K,3,2732092,Shotokuvirae,Viruses,Shotokuvirae,NA,NA,NA,NA,NA,NA,0,182121
PD53788a,441740,0,4,0,73,29,P,13,2732416,Cressdnaviricota,Viruses,Shotokuvirae,Cressdnaviricota,NA,NA,NA,NA,NA,0,85300
PD53788a,441740,0,4,0,73,29,C,21,2732423,Arfiviricetes,Viruses,Shotokuvirae,Cressdnaviricota,Arfiviricetes,NA,NA,NA,NA,0,24308
PD53788a,441740,0,4,0,73,29,O,35,2732547,Recrevirales,Viruses,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Recrevirales,NA,NA,NA,0,79
PD53788a,441740,0,4,0,73,29,F,48,2732652,Redondoviridae,Viruses,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,NA,NA,0,79
PD53788a,441740,0,4,0,73,29,G,71,2732653,Torbevirus,Viruses,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,NA,0,79
PD53788a,441740,0,4,0,73,29,S,118,2732655,Vientovirus,Viruses,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Vientovirus,0,79
PD53789a,298199,90.37,269479,269479,0,0,U,1,0,unclassified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD53789a,298199,9.63,28720,3,694556,363654,R,1,1,root,NA,NA,NA,NA,NA,NA,NA,NA,478539,2800349531
PD53789a,298199,8.82,26288,778,626822,334812,D,2,2,Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,NA,2536882,1119889888
PD53789a,298199,3.66,10924,127,236711,123955,P,12,976,Bacteroidota,Bacteria,NA,Bacteroidota,NA,NA,NA,NA,NA,145977,101476112
PD53789a,298199,3.61,10760,4,233799,121558,C,18,200643,Bacteroidia,Bacteria,NA,Bacteroidota,Bacteroidia,NA,NA,NA,NA,1251,16685815
PD53789a,298199,3.61,10756,391,233763,121558,O,35,171549,Bacteroidales,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,214337,15702740
PD53789a,298199,3.47,10362,295,228685,118518,F,45,171552,Prevotellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA,NA,10766,3974501
PD53789a,298199,3.37,10055,5024,224268,116205,G,53,838,Prevotella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA,177182,3569112
PD53789a,298199,1.01,3020,3020,101563,43790,S,99,28132,Prevotella melaninogenica,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_melaninogenica,487103,487126
PD53789a,298199,0.4,1201,1198,26898,20200,S,99,28133,Prevotella nigrescens,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_nigrescens,103482,116528
PD53789a,298199,0.17,498,498,16126,13254,S,99,1177574,Prevotella jejuni,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_jejuni,172242,172242
PD53789a,298199,0.06,191,191,5539,4867,S,99,470565,Prevotella histicola,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_histicola,87509,87509
PD53789a,298199,0.02,60,60,1817,1679,S,99,28135,Prevotella oris,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_oris,93731,93731
PD53789a,298199,0.01,16,16,839,436,S,99,28129,Prevotella denticola,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_denticola,148514,148552
PD53789a,298199,0,13,13,1633,1131,S,99,28131,Prevotella intermedia,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_intermedia,264994,279686
PD53789a,298199,0,8,0,246,173,S,99,52227,Prevotella dentalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_dentalis,0,100387
PD53789a,298199,0,8,0,998,527,S,99,589437,Prevotella scopos,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_scopos,0,68282
PD53789a,298199,0,8,0,725,335,S,99,589436,Prevotella fusca,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_fusca,0,84760
PD53789a,298199,0,5,5,759,661,S,99,28137,Prevotella veroralis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_veroralis,80981,80981
PD53789a,298199,0,2,0,145,126,S,99,652716,Prevotella sp. oral taxon 299,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_sp._oral_taxon_299,0,74033
PD53789a,298199,0,1,1,104,85,S,99,712471,Prevotella sp. oral taxon 475,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_sp._oral_taxon_475,79419,79419
PD53789a,298199,0,12,0,529,462,G,53,2974257,Hoylesella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,NA,79,180207
PD53789a,298199,0,12,12,471,415,S,99,76123,Hoylesella enoeca,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella_enoeca,82872,82872
PD53789a,298199,0,2,0,244,207,F,45,171551,Porphyromonadaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA,0,635869
PD53789a,298199,0,2,0,244,207,G,53,836,Porphyromonas,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA,2091,635869
PD53789a,298199,0,2,2,91,74,S,99,837,Porphyromonas gingivalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_gingivalis,194564,202181
PD53789a,298199,0,1,1,245,178,F,45,815,Bacteroidaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,NA,NA,76220,6076299
PD53789a,298199,0.01,37,0,1441,1352,C,18,117743,Flavobacteriia,Bacteria,NA,Bacteroidota,Flavobacteriia,NA,NA,NA,NA,0,44615233
PD53789a,298199,0.01,37,2,1441,1352,O,35,200644,Flavobacteriales,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,NA,NA,NA,60780,44615233
PD53789a,298199,0.01,35,0,1285,1216,F,45,49546,Flavobacteriaceae,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,358016,32194846
PD53789a,298199,0.01,35,21,1022,969,G,53,1016,Capnocytophaga,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA,214826,1240721
PD53789a,298199,0,12,12,381,353,S,99,1017,Capnocytophaga gingivalis,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_gingivalis,82992,82992
PD53789a,298199,0,1,1,31,29,S,99,1019,Capnocytophaga sputigena,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_sputigena,136681,136681
PD53789a,298199,0,1,1,121,117,S,99,327575,Capnocytophaga leadbetteri,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_leadbetteri,41162,41162
